Barcode,Nama Item,Subkategori,Harga,price2,pcs2,price3,pcs3,Link,Thumbnail
8888166990050,SERENA EGG ROLL ORI 300G,Cemilan & Biskuit,59900,179400,3,357600,6,https://allofresh.id/media/catalog/product/cache/6151a33a02c2f3881cb02a785f0fe387/b/r/brc-8888166990050-1.jpg?1727890461,
8888166991576,SERENA EGG ROLL ORI600G,Cemilan & Biskuit,96900,290400,3,580200,6,https://down-id.img.susercontent.com/file/a345fdce70166c2a771eff298f2b119f,
8888166992153,SERENA LEGEND 285G,Cemilan & Biskuit,35000,104700,3,208200,6,https://img.lazcdn.com/g/p/fb2cfb0827a5acf5016020dcc298e759.jpg_720x720q80.jpg,
8992761136031,SPRITE 1.5L,Minuman Ringan,12500,148800,12,148800,12,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//104/MTA-2587982/sprite_sprite-pet-1-5l_full02.jpg,
8997223770624,SUPERQUIN CHOCOBAR 360G,Cemilan & Biskuit,26000,77700,3,154200,6,https://img.lazcdn.com/g/ff/kf/S4c9e307411d14c23b4204ccf06ca6841w.jpg_720x720q80.jpg,
8997223771416,SUPERQUIN WFR CHOCO 168G,Cemilan & Biskuit,21500,64200,3,127200,6,https://ciptafoodcorp.com/wp-content/uploads/2023/01/chocc168-500.jpg,
8997223771430,SUPERQUIN WFR COCONUT 168G,Cemilan & Biskuit,21500,64200,3,127200,6,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/1/12/1137722c-700b-4e5f-a2ae-e84e110cd1bc.jpg,
8997223771157,SUPERQUIN WFR COKLAT 300G,Cemilan & Biskuit,23500,70200,3,139800,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/2/19/3a8f63f8-213f-4fc4-a513-eac554fc0c3e.jpg,
8997223770679,SUPERQUIN WFR COKLAT 600G,Cemilan & Biskuit,53500,160200,3,319200,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/6/24/e8e04567-b569-4630-a609-5a9969ed534e.jpg,
8997223771201,SUPERQUIN WFR KEJU 300G,Cemilan & Biskuit,28500,85200,3,169200,6,https://filebroker-cdn.lazada.co.id/kf/Sf9e54387a7d74a2ca6aa8bf78eb29152d.jpg,
8997223771195,SUPERQUIN WFR MATCHA 300G,Cemilan & Biskuit,28500,85200,3,169200,6,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/MTA-17669960/silverqueen_silverqueen_white_chocolate_green_tea_matcha_25_g_full02_q9ngyx7c.jpeg,
8997223771164,SUPERQUIN WFR STRAW 300G,Cemilan & Biskuit,23500,70200,3,139800,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/2/19/3a8f63f8-213f-4fc4-a513-eac554fc0c3e.jpg,
8997223771188,SUPERQUIN WFR WHT COF 300G,Cemilan & Biskuit,28500,85200,3,169200,6,https://down-id.img.susercontent.com/file/id-11134207-7r98q-lq9zbon6eece95,
8995225602004,SWISCO MN STICK BROWN S 350G,Cemilan & Biskuit,22900,68400,3,136200,6,https://down-id.img.susercontent.com/file/id-11134207-7r991-lrtmhi3y39s6d0,
8995225600673,SWISCO WAFER ROLL 200G,Cemilan & Biskuit,18500,55200,3,109200,6,https://down-id.img.susercontent.com/file/id-11134207-23020-sqtwncundrnv07,
8995225600802,SWISCO WFR COKLAT 300G,Cemilan & Biskuit,22900,68400,3,136200,6,,
8995225602127,SWISCO WFR STRAWBERRY 300G,Cemilan & Biskuit,22900,68400,3,136200,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/2/28/b3587ef3-ffb7-46d2-ae7f-e9b5ef7b78b5.jpg,
8991102762366,TANGO WAFFLE JAR 180G,Cemilan & Biskuit,22900,22900,1,22900,1,https://images.tokopedia.net/img/cache/700/hDjmkQ/2024/4/5/b57e7f93-1489-4842-9c81-7271d6862a7c.jpg,
8991102374309,TANGO WFR CHOCO 298G,Cemilan & Biskuit,26500,158400,6,158400,6,https://img.lazcdn.com/g/p/43ea6a7c8ead9e7161132a2758a91983.jpg_720x720q80.jpg,
8991102927963,TANGO WFR CHOCO JAR 240G,Cemilan & Biskuit,23900,71100,3,141000,6,https://img.lazcdn.com/g/p/52eed0e0dd6cc354770b624b4f64acb7.jpg_720x720q80.jpg,
8991102030410,TANGO WFR VANILLA JAR 240G,Cemilan & Biskuit,23900,71100,3,141000,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/2/20/c55f8075-c71c-4ef1-88b3-b1aa747e59cc.jpg,
8996001600382,TEH PUCUK 1.3L,Cemilan & Biskuit,9300,54000,6,54000,6,https://down-my.img.susercontent.com/file/my-11134207-7r98v-lyhg07tea3c9e3,
8998694111015,TINI WINI BITI KEJU 38G,Cemilan & Biskuit,6000,6000,1,6000,1,https://arti-assets.sgp1.digitaloceanspaces.com/megaswalayan/products/51507c9b-42fa-4a4f-a010-a9122c9659f3.jpg,
8998694110780,TINI WINI BITI SGTG BX 8 12G,Cemilan & Biskuit,15300,91200,6,181200,12,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/101/MTA-157545812/tini-wini-biti_tini-wini-biti-gift-pack-72-gr-ssn_full01.jpg,
8995125701111,TOBELO ALMOND 70G,Coklat & Permen,17700,67500,4,67500,4,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//103/MTA-93144586/tobelo_cokelat_kacang_almond_tobelo_1_toples_isi_28_pcs_full01_cwph9u9t.jpg,
8995125701197,TOBELO BALIGEE 10S,Coklat & Permen,19500,19500,1,19500,1,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/3/14/243d01e2-e478-4415-ac57-1301ad1ffa57.png,
8995125701142,TOBELO BALIMANGO,Coklat & Permen,17700,67500,4,67500,4,https://images.tokopedia.net/img/cache/700/hDjmkQ/2024/2/12/d75ae4b5-dcc8-449d-a866-50d162617b98.jpg,
4030001,TOBELO BOBABOL 220G,Coklat & Permen,17700,67500,4,67500,4,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/medium//97/MTA-93153292/tobelo_coklat_bobabol_tobelo_cokelat_compound_isi_biskuit_toples_full01_lp2axzfl.jpg,
4030002,TOBELO CHOKONUT 150G,Coklat & Permen,17700,67500,4,67500,4,https://down-id.img.susercontent.com/file/sg-11134201-23010-fys61tnjvhmv61,
4030003,TOBELO COKLAT KURMA 125G,Coklat & Permen,17700,67500,4,67500,4,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/2/10/efdfd4f2-e786-4d61-8b62-c27bcb6f7415.jpg,
8995125701500,TOBELO PAKET HARI RAYA,Coklat & Permen,67500,67500,1,67500,1,https://images.tokopedia.net/img/cache/700/hDjmkQ/2024/1/12/e78df2fc-c941-4bb7-97b1-c8270e36d4e4.jpg,
8992839008888,UBM CORONATION ASS 450G,Cemilan & Biskuit,29900,89400,3,177600,6,https://image1ws.indotrading.com/s3/productimages/webp/co37129/p861579/w300-h300/cd12ae4a-70e9-4274-be0d-d19a9269cbeb.jpg,
8992839980054,UBM GOLDY ASS 372G,Cemilan & Biskuit,36900,110400,3,220200,6,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_603a445407d81.PNG,
8992839006983,UBM MINI ASSORTED 830G,Cemilan & Biskuit,49900,149400,3,298200,6,https://d1d8o7q9jg8pjk.cloudfront.net/p/lg_603a406f5a503.PNG,
8992839913694,UBM RICH ASSORTED 700G,Cemilan & Biskuit,61500,183900,3,366000,6,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/5/22/9d23bc0c-e3ef-4174-9d61-4768c9e14447.jpg,
8992839981105,UBM TWIN CHOVAN 250G,Cemilan & Biskuit,24500,73200,3,145800,6,https://down-id.img.susercontent.com/file/id-11134207-7r98o-lvvzowu7k7ca76,
8992839980078,UBM WFR CHOCO 280G,Cemilan & Biskuit,27000,80700,3,160800,6,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//90/MTA-41632370/ubm_biscuits_wafer_kaleng_ubm_300gr_full01_21208f8a.jpg,
8888166350359,WALENS WAFFLE DLX 300G,Cemilan & Biskuit,22900,22900,1,22900,1,https://images.tokopedia.net/img/cache/700/VqbcmM/2024/2/12/41953dd0-86bd-42f2-b09b-c1d5d60d719d.png,
8998288100043,WONGCOCO COCOPANDAN 1KG,Bahan Puding & Agar-agar,17500,17500,1,17500,1,https://arti-assets.sgp1.digitaloceanspaces.com/renyswalayanku/products/18157c52-320e-4acc-999a-15f530b761ea.jpg,
8998288410005,WONGCOCO DEGAN CP 1KG,Bahan Puding & Agar-agar,17500,17500,1,17500,1,https://images.tokopedia.net/img/cache/700/VqbcmM/2023/3/13/692f1334-8054-41f9-b6e4-6d291ee5c1b6.jpg,
8998288100081,WONGCOCO LECI 1KG,Bahan Puding & Agar-agar,16700,16700,1,16700,1,https://jumbo.co.id/wp-content/uploads/2021/04/200915111704_7464-WONG-CC-1KG-LECY_zoom.jpg,
8997007646862,ZIPPY BISC VANILLA 300G,Cemilan & Biskuit,24500,73200,3,145800,6,https://spjbiscuit.com/wp-content/uploads/2023/01/Zippy-Biskuit-Sandwich-Vanila-Bucket.jpg,
8997007646886,ZIPPY WFR CHOCO 280G,Cemilan & Biskuit,24500,73200,3,145800,6,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full/catalog-image/MTA-95783507/zippy_zippy_wafer_cubes_coklat_280gr_full01_olulgk2y.jpg,
